[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/DoctorDashboard.tsx → 200 (111ms, 35079B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/Patients.tsx → 200 (140ms, 69884B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/Schedule.tsx → 200 (141ms, 81281B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/LabOrders.tsx → 200 (142ms, 60786B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/Prescriptions.tsx → 200 (144ms, 80398B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/Authorization.tsx → 200 (163ms, 56032B)
[2026-04-05T19:34:08.239Z] GET http://localhost:3000/src/features/doctor/components/ClinicalNotes.tsx → 200 (164ms, 54455B)
[2026-04-05T19:34:08.239Z] GET http://localhost:3000/node_modules/.vite/deps/next-themes.js?v=05cc2364 → pending (?ms, ?B)
[2026-04-05T19:34:08.239Z] GET http://localhost:3000/node_modules/.vite/deps/sonner.js?v=85cea5c2 → pending (?ms, ?B)
[2026-04-05T19:34:08.239Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-KBTYAULA.js?v=3d514953 → 200 (?ms, 37368B)
[2026-04-05T19:34:08.248Z] GET http://localhost:3000/node_modules/.vite/deps/ethers.js?v=3d514953 → 200 (?ms, 833823B)
[2026-04-05T19:34:08.273Z] GET http://localhost:3000/src/services/encryption.ts → 200 (136ms, 19835B)
[2026-04-05T19:34:08.273Z] GET http://localhost:3000/src/services/keystore.ts → 200 (137ms, 11176B)
[2026-04-05T19:34:08.274Z] GET http://localhost:3000/node_modules/.vite/deps/@noble_curves_secp256k1.js?v=3d514953 → 200 (?ms, 74579B)
[2026-04-05T19:34:08.274Z] GET http://localhost:3000/node_modules/.vite/deps/@noble_hashes_utils.js?v=3d514953 → 200 (?ms, 1159B)
[2026-04-05T19:34:08.276Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-JEYRWWUG.js?v=3d514953 → 200 (?ms, 16562B)
[2026-04-05T19:34:08.276Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-T4SFHOTP.js?v=3d514953 → 200 (?ms, 2130B)
[2026-04-05T19:34:08.276Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-IPGOKTIV.js?v=3d514953 → 200 (1ms, 1907B)
[2026-04-05T19:34:08.277Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-2ACD7LEZ.js?v=3d514953 → 200 (?ms, 7135B)
[2026-04-05T19:34:08.300Z] GET http://localhost:3000/src/app/components/ui/dialog.tsx → 200 (123ms, 18995B)
[2026-04-05T19:34:08.300Z] GET http://localhost:3000/src/app/components/ui/button.tsx → 200 (125ms, 8742B)
